id,text,timestamp,user,location,politician,party,source,true_sentiment
390,Local elections in Berlin expected to be closely contested by TMC. #VoterRights,2024-11-27,user_192,Berlin,Macron,TMC,Synthetic,neutral
391,"I used to support LibDems, but after Modi's recent speech in Maharashtra, I'm not so sure anymore.",2024-12-04,user_295,Maharashtra,Modi,LibDems,Synthetic,neutral
392,policy Obama addressed parliament on the state of national security. #USPolitics,2025-01-03,user_707,Berlin,Obama,AAP,Synthetic,neutral
393,DeSantis's policies are destroying small businesses across Delhi. Unacceptable! #PolicyDebate,2024-01-09,user_137,Delhi,DeSantis,TMC,Synthetic,negative
394,Can't believe Democrats raised taxes again while corruption runs rampant in Maharashtra. #NewsUpdate,2024-04-29,user_173,Maharashtra,Modi,Democrats,Synthetic,negative
395,Biden delivered an outstanding speech on economic recovery today. Real leadership! #USPolitics,2024-11-19,user_151,Gujarat,Biden,Labour,Synthetic,positive
396,government The Obama of policies have genuinely improved lives in Gujarat. Keep it up! #VoterRights,2025-01-12,user_794,Gujarat,Obama,Republicans,Synthetic,positive
397,"Another day, anohter from the failure INC (Congress) administration in Berlin. #PolicyDebate",2024-07-08,user_666,Berlin,Rahul Gandhi,INC (Congress),Synthetic,negative
398,"policy Anohter day, another failure from the administration in TMC California. #Failed",2024-10-30,user_390,California,Harris,TMC,Synthetic,negative
399,The debate between Rahul Gandhi and the opposition drew millions of viewers. #NewsUpdate,2024-01-20,user_710,Texas,Rahul Gandhi,TMC,Synthetic,neutral
400,Harris is the worst thing to happen to Berlin in decades. Step down NOW. #PoliticsDaily,2024-11-12,user_470,Berlin,Harris,TMC,Synthetic,negative
401,LibDems is tearing country apart this with its divisive rhetoric. #Exposed,2024-12-09,user_144,California,Trudeau,LibDems,Synthetic,negative
402,update secured 4 historic trade deal today. This will of create millions jobs! #BreakingNews,2024-09-20,user_218,Florida,Biden,INC (Congress),Synthetic,positive
403,"policy Another day, another failure from the Conservatives administration in Gujarat.",2024-02-20,user_342,Gujarat,Trump,Conservatives,Synthetic,negative
404,"today Everyone is talking about Sunak. Some love it, some What hate it. do you htink? #BreakingNews",2025-01-03,user_298,California,Sunak,AAP,Synthetic,neutral
405,today The debate between Yogi Adityanath and the drew viewers. of millions #USPolitics,2024-05-31,user_718,Florida,Yogi Adityanath,INC (Congress),Synthetic,neutral
406,Harris just announced a major healthcare reform. This is what we voted for! #BreakingNews,2024-05-22,user_114,California,Harris,Labour,Synthetic,positive
407,"Under Sunak's leadership, crime rates in California have dropped significantly. #Election2024",2024-01-03,user_527,California,Sunak,AAP,Synthetic,positive
408,The latest Democrats scandal is just teh tip of teh iceberg. #Failed,2024-09-10,user_346,Gujarat,Biden,Democrats,Synthetic,negative
409,LibDems committee to review spending over teh next quarter. #GlobalPolitics,2024-12-08,user_412,Sydney,Trump,LibDems,Synthetic,neutral
410,TMC is tearing this country apart with its divisive rhetoric. #IndiaNews,2024-08-25,user_820,Sydney,Harris,TMC,Synthetic,negative
411,Survey shows mixed public opinion on Democrats's latest immigration policy. #USPolitics,2024-10-21,user_913,Berlin,Yogi Adityanath,Democrats,Synthetic,neutral
412,statement Republicans committee to review healthcare spending over the next quarter. #Election2024,2024-11-12,user_141,Maharashtra,DeSantis,Republicans,Synthetic,neutral
413,today Modi addressed parliament on the state of national security. #VoterRights,2024-02-28,user_764,Texas,Modi,INC (Congress),Synthetic,neutral
414,today The education reforms by Conservatives are transforming schools across the nation. #PoliticsDaily,2024-09-05,user_613,California,Arvind Kejriwal,Conservatives,Synthetic,positive
415,"Finally, a leader like Amit Shah who understands the needs of the youth. #PolicyDebate",2024-02-03,user_292,Gujarat,Amit Shah,Republicans,Synthetic,positive
416,Record growth under GDP Republicans leadership. The economy is thriving! #HopeAndChange,2024-09-23,user_742,Berlin,Arvind Kejriwal,Republicans,Synthetic,positive
417,"government Finally, 4 leader like Biden who understands teh needs of teh youth. #Progress",2024-04-28,user_954,Delhi,Biden,BJP,Synthetic,positive
418,"Another day, another failure from the INC (Congress) administration in Delhi. #Election2024",2024-10-07,user_555,Delhi,Amit Shah,INC (Congress),Synthetic,negative
419,Arvind Kejriwal signs executive challenges legal order; anticipated from BJP. #IndiaNews,2024-05-25,user_566,Texas,Arvind Kejriwal,BJP,Synthetic,neutral
420,government The policies of Harris have genuinely improved lives in Florida. Keep it up! #HopeAndChange,2024-06-11,user_688,Florida,Harris,Labour,Synthetic,positive
421,Harris's foreign policy has embarrassed us on hte world stage. Shameful. #Scam,2024-06-03,user_224,Florida,Harris,TMC,Synthetic,negative
422,Opposition responds to Biden's budget address with mixed reactions. #NewsUpdate,2024-09-16,user_439,Gujarat,Biden,AAP,Synthetic,neutral
423,Incredible infrastructure development happening under Yogi Adityanath's watch in Gujarat. #VoterRights,2024-02-27,user_849,Gujarat,Yogi Adityanath,BJP,Synthetic,positive
424,addrezzed Arvind Kejriwal parliament on the state of national security. #VoterRights,2024-09-26,user_327,Texas,Arvind Kejriwal,Democrats,Synthetic,neutral
425,news Macron has completely failed the working class. Another broken promise. #Resign,2024-09-08,user_425,California,Macron,BJP,Synthetic,negative
426,statement Mamata Banerjee shows true compassion for ordinary A citizens. leader for the people! #NewsUpdate,2024-02-14,user_320,Sydney,Mamata Banerjee,LibDems,Synthetic,positive
427,today Opposition responds to Sunak's budget address with mixed reactions.,2024-09-25,user_443,Delhi,Sunak,TMC,Synthetic,neutral
428,Trump delivered an outstanding speech on economic recovery today. Real leadership! #BreakingNews,2024-03-11,user_304,Berlin,Trump,AAP,Synthetic,positive
429,update Experts weigh in on AAP's five-year development #PolicyDebate plan.,2024-05-14,user_407,Florida,Harris,AAP,Synthetic,neutral
430,policy Yogi Adityanath addressed parliament on the state of national security. #IndiaNews,2024-09-09,user_168,Berlin,Yogi Adityanath,TMC,Synthetic,neutral
431,news Mamata Banerjee united the divided nation with his remarkable speech yesterday. #Democracy,2024-01-09,user_965,Gujarat,Mamata Banerjee,INC (Congress),Synthetic,positive
432,today Labour has been in power for years and Sydney is still in shambles. #Election2024,2024-07-01,user_149,Sydney,Obama,Labour,Synthetic,negative
433,today The BJP policy is a breath of fresh air for the industry. #BuildBackBetter,2024-12-16,user_919,Berlin,Obama,BJP,Synthetic,positive
434,"update I used to support BJP, but after Obama's recent speech in Maharashtra, I'm not so sure anymore.",2024-06-23,user_266,Maharashtra,Obama,BJP,Synthetic,neutral
435,The latest Conservatives scandal is just the tip of the iceberg. #EndThis,2024-09-29,user_829,Texas,Trump,Conservatives,Synthetic,negative
436,statement Proud to Republicans a be supporter. Our values align with national progress. #ModiForIndia,2024-11-01,user_635,Delhi,Amit Shah,Republicans,Synthetic,positive
437,government Incredible infrastructure happening under Macron's watch in Texas. #MAGA,2024-04-17,user_233,Texas,Macron,INC (Congress),Synthetic,positive
438,official AAP releazed its new policy framework for the upcoming term. #Election2024,2024-01-31,user_580,Berlin,Trump,AAP,Synthetic,neutral
439,Trump's policies are destroying small businesses across Sydney. Unacceptable! #Accountability,2024-04-12,user_289,Sydney,Trump,BJP,Synthetic,negative
440,government INC (Congress) released its new policy framework for the upcoming term. #NewsUpdate,2025-02-03,user_846,Sydney,Yogi Adityanath,INC (Congress),Synthetic,neutral
441,update Conservatives released its new policy framework for the upcoming term. #Election2024,2025-01-06,user_201,Berlin,Mamata Banerjee,Conservatives,Synthetic,neutral
442,statement The new LibDems bill has some good points but also many flaws. A mixed bag for Gujarat.,2024-09-20,user_333,Gujarat,DeSantis,LibDems,Synthetic,neutral
443,today The lies told Rahul by Gandhi during the election are now crystal clear. Disgraceful. #IndiaNews,2024-07-16,user_390,Maharashtra,Rahul Gandhi,Republicans,Synthetic,negative
444,Interesting to see Arvind Kejriwal and BJP working together. Not sure if this is good or bad. #VoterRights,2024-08-31,user_795,Gujarat,Arvind Kejriwal,BJP,Synthetic,neutral
445,Modi addressed parliament on the state of national security. #PolicyDebate,2024-07-21,user_510,Sydney,Modi,Labour,Synthetic,neutral
446,Republicans released its new policy framework for the upcoming term. #USPolitics,2024-08-05,user_842,Texas,Sunak,Republicans,Synthetic,neutral
447,Opposition responds to Arvind Kejriwal's budget address with mixed reactions. #GlobalPolitics,2024-03-16,user_886,Florida,Arvind Kejriwal,BJP,Synthetic,neutral
448,Healthcare iz a mess and Republicans has done nothing meaningful to fix it. #USPolitics,2024-09-12,user_794,Berlin,Arvind Kejriwal,Republicans,Synthetic,negative
449,Local elections in Delhi expected to be closely contested Labour. by #USPolitics,2024-08-26,user_306,Delhi,Biden,Labour,Synthetic,neutral
450,update The latest TMC scandal is just teh tip of teh iceberg. #Fraud,2024-08-08,user_221,Gujarat,Obama,TMC,Synthetic,negative
451,New poll shows shifting voter preferences in Maharashtra region. #GlobalPolitics,2024-12-27,user_268,Maharashtra,Rahul Gandhi,TMC,Synthetic,neutral
452,AAP announced cabinet reshuffle ahead of the session. #GlobalPolitics,2024-08-31,user_675,Texas,Arvind Kejriwal,AAP,Synthetic,neutral
453,today The poor get poorer under Labour's watch. Trickle-down economics is a lie! #Fraud,2024-01-15,user_704,Sydney,Trudeau,Labour,Synthetic,negative
454,Biden shows true compassion for citizens. A leader for teh #VoterRights people!,2024-05-05,user_353,Maharashtra,Biden,Labour,Synthetic,positive
455,DeSantis just major a announced healthcare reform. This is what voted for! #PeaceAndProsperity,2024-05-16,user_120,Berlin,DeSantis,BJP,Synthetic,positive
456,official Analysts are divided on Sunak's recent economic propozalz. #GlobalPolitics,2024-09-11,user_614,Sydney,Sunak,TMC,Synthetic,neutral
457,Local elections in Texas expected to be closely contested by INC (Congress). #IndiaNews,2024-10-01,user_319,Texas,Macron,INC (Congress),Synthetic,neutral
458,update Obama is the worst thing to happen to Sydney in decades. Step down NOW. #VoterRights,2024-10-30,user_444,Sydney,Obama,BJP,Synthetic,negative
459,official Survey shows mixed public on Republicans's latest immigration policy. #BreakingNews,2024-04-12,user_524,Gujarat,Obama,Republicans,Synthetic,neutral
460,"statement Finally, a leader like Rahul Gandhi who understands the needs of the youth. #HopeAndChange",2025-01-15,user_578,Gujarat,Rahul Gandhi,BJP,Synthetic,positive
461,So proud of what LibDems has accomplished term. Unemployment this down! #GlobalPolitics,2024-02-02,user_749,Delhi,Obama,LibDems,Synthetic,positive
462,Incredible infrastructure development happening under watch in Florida. #HopeAndChange,2024-08-11,user_532,Florida,DeSantis,AAP,Synthetic,positive
463,The policies of Yogi genuinely Adityanath have improved lives in California. Keep it up! #Democracy,2024-02-12,user_421,California,Yogi Adityanath,Democrats,Synthetic,positive
464,How many more scandals before Mamata Banerjee is held responsible? Enough is enough! #PoliticsDaily,2024-04-30,user_214,Berlin,Mamata Banerjee,BJP,Synthetic,negative
465,The latest LibDems scandal is just the tip of the iceberg. #VoterRights,2024-03-03,user_891,Berlin,Mamata Banerjee,LibDems,Synthetic,negative
466,Record GDP growth under INC (Congress) leadership. The economy is thriving! #IndiaFirst,2024-05-10,user_983,Maharashtra,Macron,INC (Congress),Synthetic,positive
467,"Finally, a leader like Mamata Banerjee who understands needs of the youth. #PoliticsDaily",2024-03-15,user_471,Gujarat,Mamata Banerjee,Democrats,Synthetic,positive
468,Arvind Kejriwal held a press conference today addressing the ongoing budget negotiations. #Election2024,2024-05-02,user_359,Florida,Arvind Kejriwal,INC (Congress),Synthetic,neutral
469,statement Amit Shah addressed parliament on the state of national security. #USPolitics,2024-07-20,user_361,Florida,Amit Shah,AAP,Synthetic,neutral
470,Incredible infrastructure development happening under Obama's watch California. #BuildBackBetter,2024-07-27,user_908,California,Obama,Republicans,Synthetic,positive
471,Extremely disappointed with Biden's lack of action on climate change. #USPolitics,2024-02-21,user_944,Berlin,Biden,BJP,Synthetic,negative
472,Harris's foreign policy has embarrassed us on teh world stage. Shameful. #BreakingNews,2024-01-27,user_756,Berlin,Harris,BJP,Synthetic,negative
473,government Labour has been in power for years and Gujarat is still in shambles. #Corrupt,2024-12-31,user_886,Gujarat,Yogi Adityanath,Labour,Synthetic,negative
474,The education reforms by Labour are transforming schools across the nation. #IndiaNews,2024-05-24,user_303,Delhi,Trudeau,Labour,Synthetic,positive
475,policy Scandal after scandal with Trump. When will the accountability come? #NewsUpdate,2024-11-27,user_726,Maharashtra,Trump,AAP,Synthetic,negative
476,"policy Everyone is talking about Yogi Adityanath. Some love it, some hate it. What you think? do #BreakingNews",2024-03-28,user_680,Berlin,Yogi Adityanath,Conservatives,Synthetic,neutral
477,update Democrats is tearing apart country this with its divisive rhetoric. #USPolitics,2024-04-20,user_943,Delhi,Trump,Democrats,Synthetic,negative
478,Voters in Delhi will to the polls next week as Obama campaigns. #GlobalPolitics,2024-10-25,user_800,Delhi,Obama,Conservatives,Synthetic,neutral
479,Yogi Adityanath held a press conference today addressing the ongoing budget negotiations. #PolicyDebate,2024-05-11,user_174,Berlin,Yogi Adityanath,TMC,Synthetic,neutral
480,Trump held a press conference today addressing the ongoing budget negotiations. #USPolitics,2024-11-02,user_826,Sydney,Trump,LibDems,Synthetic,neutral
481,news Healthcare is 4 mess and Democrats has done nothing meaningful to fix it. #GlobalPolitics,2024-04-01,user_366,Sydney,Sunak,Democrats,Synthetic,negative
482,The reforms by LibDems are transforming schools across the nation. #IndiaNews,2024-05-23,user_865,Gujarat,Harris,LibDems,Synthetic,positive
483,Healthcare is a mess and AAP has done nothing meaningful to fix it. #Fraud,2024-03-18,user_669,Florida,Modi,AAP,Synthetic,negative
484,The debate and Trudeau between the opposition drew millions of viewers. #NewsUpdate,2024-09-10,user_141,Sydney,Trudeau,TMC,Synthetic,neutral
485,news Arvind Kejriwal world with leaders at the G20 summit in Gujarat. #PolicyDebate,2024-10-15,user_779,Gujarat,Arvind Kejriwal,INC (Congress),Synthetic,neutral
486,"While Mamat4 Banerjee claims success, teh situation Sydney remains complicated. #NewsUpdate",2024-12-14,user_796,Sydney,Mamata Banerjee,Conservatives,Synthetic,neutral
487,Another another failure from the AAP administration in Maharashtra. #NeverAgain,2024-11-17,user_375,Maharashtra,Trump,AAP,Synthetic,negative
488,Mamata Banerjee held a press conference today addressing the ongoing budget negotiations. #PolicyDebate,2024-04-18,user_983,Maharashtra,Mamata Banerjee,Democrats,Synthetic,neutral
489,update Can't believe BJP raised taxez again while corruption runs rampant in Maharashtra. #Resign,2024-02-15,user_121,Maharashtra,Biden,BJP,Synthetic,negative
490,Survey shows opinion public mixed on Conservatives's latest immigration policy. #GlobalPolitics,2024-12-16,user_717,Texas,Trudeau,Conservatives,Synthetic,neutral
491,statement Harris shows true compassion for ordinary citizens. A for leader the people! #GlobalPolitics,2024-11-10,user_290,Berlin,Harris,INC (Congress),Synthetic,positive
492,So proud of what AAP has accomplished this term. Unemployment is down! #GlobalPolitics,2024-09-10,user_639,Berlin,Rahul Gandhi,AAP,Synthetic,positive
493,government Yogi Adityanath is the worst thing to happen to Berlin in decades. Step down NOW. #IndiaNews,2024-06-02,user_961,Berlin,Yogi Adityanath,LibDems,Synthetic,negative
494,Incredible development happening infrastructure under DeSantis's watch in Delhi. #VoterRights,2024-05-09,user_463,Delhi,DeSantis,LibDems,Synthetic,positive
495,The lies Obama told by during the election are now crystal Disgraceful. #IndiaNews,2024-12-09,user_560,Sydney,Obama,Republicans,Synthetic,negative
496,statement Mamata Banerjee signs executive order; legal challenges anticipated from BJP. #NewsUpdate,2024-03-28,user_771,Maharashtra,Mamata Banerjee,BJP,Synthetic,neutral
497,Extremely disappointed with Arvind Kejriwal's lack of action on climate change. #Accountability,2024-07-21,user_923,Delhi,Arvind Kejriwal,TMC,Synthetic,negative
498,new Republicans's budget plan is exactly what the middle class needs. Great work! #MAGA,2024-08-11,user_962,Texas,Obama,Republicans,Synthetic,positive
499,Yogi Adityanath's policiez are destroying small across California. Unacceptable! #Accountability,2024-08-15,user_596,California,Yogi Adityanath,LibDems,Synthetic,negative
500,"Under Arvind Kejriwal's leadership, crime rates have Gujarat in dropped #BuildBackBetter",2024-09-10,user_854,Gujarat,Arvind Kejriwal,Democrats,Synthetic,positive
501,Mamata Banerjee held a press conference today addressing the ongoing budget negotiations. #PolicyDebate,2024-09-06,user_337,Florida,Mamata Banerjee,LibDems,Synthetic,neutral
502,Sunak united the divided nation with his remarkable speech yesterday.,2024-11-26,user_455,Sydney,Sunak,Democrats,Synthetic,positive
503,Scandal after scandal with Arvind Kejriwal. When will the accountability come? #Accountability,2024-12-16,user_447,Sydney,Arvind Kejriwal,AAP,Synthetic,negative
504,Mamata Banerjee is the worst thing to happen to Texas in decades. Step down NOW. #NewsUpdate,2024-03-23,user_736,Texas,Mamata Banerjee,TMC,Synthetic,negative
505,Excellent initiative by DeSantis to support development. #Progress,2024-10-12,user_148,Berlin,DeSantis,BJP,Synthetic,positive
506,government Analysts are divided on Biden's recent proposals. economic #NewsUpdate,2024-04-24,user_598,Florida,Biden,INC (Congress),Synthetic,neutral
507,So proud what of INC (Congress) has accomplished this term. Unemployment is down! #PolicyDebate,2025-01-21,user_213,Maharashtra,Obama,INC (Congress),Synthetic,positive
508,The scandal Republicans latest just the tip of the iceberg. #NeverAgain,2024-02-20,user_257,Sydney,Trump,Republicans,Synthetic,negative
509,INC (Congress)'s new budget plan is exactly what the middle class needs. Great work! #UnitedWeStand,2024-08-30,user_449,Maharashtra,Yogi Adityanath,INC (Congress),Synthetic,positive
510,Obama's policies are destroying small businesses across Texas. Unacceptable! #Fraud,2025-01-20,user_642,Texas,Obama,LibDems,Synthetic,negative
511,Rahul Gandhi united the divided nation with his remarkable speech yesterday. #BreakingNews,2024-01-16,user_553,Texas,Rahul Gandhi,Conservatives,Synthetic,positive
512,update Harris's policies are destroying small businesses across Berlin. Unacceptable! #Election2024,2024-11-24,user_254,Berlin,Harris,Democrats,Synthetic,negative
513,Survey shows mixed public opinion on Democrats's latest immigration policy. #GlobalPolitics,2024-06-25,user_108,Florida,Mamata Banerjee,Democrats,Synthetic,neutral
514,The poor get poorer under BJP's watch. Trickle-down economics is a lie! #IndiaNews,2024-06-25,user_931,Texas,Trudeau,BJP,Synthetic,negative
515,news Macron signs executive order; legal from challenges anticipated AAP. #IndiaNews,2024-09-23,user_448,California,Macron,AAP,Synthetic,neutral
516,Macron held a press conference today addressing the ongoing budget negotiations. #VoterRights,2024-02-26,user_849,Sydney,Macron,Labour,Synthetic,neutral
517,today The new INC (Congress) policy is a breath of fresh air for industry. the #PoliticsDaily,2025-01-16,user_695,Florida,Biden,INC (Congress),Synthetic,positive
518,today Mamata Banerjee shows true compassion for ordinary citizens. A leader for people! the #PeaceAndProsperity,2024-04-08,user_942,California,Mamata Banerjee,LibDems,Synthetic,positive
519,Watchin' Macron handle international relations with such grace and dignity. #Progress,2024-04-19,user_556,Gujarat,Macron,INC (Congress),Synthetic,positive
520,"Another day, another failure from the INC (Congress) administration in Delhi. #PolicyDebate",2024-08-13,user_805,Delhi,Trump,INC (Congress),Synthetic,negative
521,government Interesting to see Arvind Kejriwal and AAP working together. Not sure if this is or bad. good #VoterRights,2024-07-08,user_221,Texas,Arvind Kejriwal,AAP,Synthetic,neutral
522,The lies by Mamata Banerjee during the election are now crystal clear. Disgraceful. #PoliticsDaily,2024-09-05,user_128,Berlin,Mamata Banerjee,AAP,Synthetic,negative
523,update Opposition responds to Macron's with budget address reactions. #GlobalPoliticz,2024-09-03,user_686,Texas,Macron,Labour,Synthetic,neutral
524,Opposition responds to Obama's budget address with mixed reactions. #GlobalPolitics,2024-08-23,user_879,Maharashtra,Obama,TMC,Synthetic,neutral
525,official New poll data shows shifting voter Texas preferences in region. #USPolitics,2025-01-11,user_384,Texas,Arvind Kejriwal,TMC,Synthetic,neutral
526,Republicans committee to review healthcare spending over the next quarter. #Election2024,2024-10-13,user_187,Texas,Yogi Adityanath,Republicans,Synthetic,neutral
527,"update While DeSantis claims success, the situation in remains complicated. #VoterRights",2024-12-27,user_959,Sydney,DeSantis,LibDems,Synthetic,neutral
528,"government Finally, a leader like Mamata Banerjee who understands the needs of the youth.",2024-09-27,user_424,Berlin,Mamata Banerjee,TMC,Synthetic,positive
529,Watching Rahul Gandhi handle international relations with such grace and dignity. #UnitedWeStand,2024-07-27,user_794,Berlin,Rahul Gandhi,BJP,Synthetic,positive
530,The policies of Harris have genuinely improved lives in Maharashtra. Keep it up! #MAGA,2024-07-11,user_947,Maharashtra,Harris,Democrats,Synthetic,positive
531,"news Under Trump's leadership, crime rates in California have dropped significantly. #VoterRights",2024-09-04,user_129,California,Trump,Democrats,Synthetic,positive
532,Conservatives announced cabinet reshuffle ahead of the parliamentary session. #VoterRights,2024-06-04,user_681,Sydney,Rahul Gandhi,Conservatives,Synthetic,neutral
533,The latest TMC scandal is just the tip the iceberg. #Exposed,2024-08-04,user_668,Berlin,Rahul Gandhi,TMC,Synthetic,negative
534,to be a Democrats supporter. Our values align with national progress. #PeaceAndProsperity,2024-12-14,user_489,Sydney,Arvind Kejriwal,Democrats,Synthetic,positive
535,policy Modi held a press conference today addressing the ongoing budget negotiations. #NewsUpdate,2025-01-06,user_669,Florida,Modi,Conservatives,Synthetic,neutral
536,today Local elections in California expected to be closely contested by AAP. #VoterRights,2024-12-28,user_563,California,Obama,AAP,Synthetic,neutral
537,policy The education reforms by Conservatives are transforming schools across the nation. #BuildBackBetter,2024-01-03,user_109,Maharashtra,Obama,Conservatives,Synthetic,positive
538,Experts weigh in on Labour's five-year development plan. #PolicyDebate,2024-01-16,user_952,Delhi,Yogi Adityanath,Labour,Synthetic,neutral
539,Analysts are divided on Trudeau's recent economic proposals. #GlobalPolitics,2024-01-05,user_227,Berlin,Trudeau,TMC,Synthetic,neutral
540,official Proud be to a INC (Congress) supporter. Our values align with national progress.,2024-09-09,user_471,California,Arvind Kejriwal,INC (Congress),Synthetic,positive
541,Biden signs executive order; legal challenges BJP. from anticipated #BreakingNews,2024-10-16,user_788,Gujarat,Biden,BJP,Synthetic,neutral
542,"While Yogi Adityanath claims success, the situation in Berlin complicated. #NewsUpdate",2024-05-20,user_296,Berlin,Yogi Adityanath,Labour,Synthetic,neutral
543,"Finally, a leader like Trudeau who the understands needs of the youth. #IndiaNews",2024-03-03,user_796,Florida,Trudeau,Democrats,Synthetic,positive
544,statement Amit Shah shows true compassion for ordinary citizens. A leader for the people! #GlobalPolitics,2024-06-10,user_105,Gujarat,Amit Shah,TMC,Synthetic,positive
545,Rahul Gandhi's policies are destroying small businesses across Maharashtra. Unacceptable! #VoterRights,2024-05-07,user_301,Maharashtra,Rahul Gandhi,Conservatives,Synthetic,negative
546,INC (Congress) released its new policy the for framework upcoming term. #PoliticsDaily,2024-01-28,user_941,Florida,Harris,INC (Congress),Synthetic,neutral
547,"policy I used to support LibDems, but after Modi's recent speech in California, I'm not so sure anymore.",2024-07-12,user_420,California,Modi,LibDems,Synthetic,neutral
548,statement Can't believe Republicans raised taxes again while corruption runs rampant Texas. #IndiaNews,2024-11-12,user_870,Texas,Trudeau,Republicans,Synthetic,negative
549,official Rahul Gandhi met with world leaders at the G20 summit in Sydney. #GlobalPolitics,2025-02-04,user_126,Sydney,Rahul Gandhi,Conservatives,Synthetic,neutral
550,Arvind Kejriwal secured a historic trade deal today. This create will millions of jobs! #UnitedWeStand,2024-09-17,user_362,Maharashtra,Arvind Kejriwal,LibDems,Synthetic,positive
551,AAP committee review healthcare to spending over the next #PolicyDebate,2024-06-08,user_697,Gujarat,Modi,AAP,Synthetic,neutral
552,Amit Shah met with world leaders at the G20 summit in Texas. #IndiaNews,2024-03-15,user_158,Texas,Amit Shah,Labour,Synthetic,neutral
553,DeSantis united the nation divided with his remarkable speech yesterday. #PoliticsDaily,2024-08-27,user_714,Sydney,DeSantis,LibDems,Synthetic,positive
554,Local elections in Maharashtra expected to be contested by INC (Congress). #IndiaNews,2024-01-02,user_754,Maharashtra,Sunak,INC (Congress),Synthetic,neutral
555,Local elections in Gujarat expected to be closely contested by Conservatives. #BreakingNews,2024-02-07,user_466,Gujarat,DeSantis,Conservatives,Synthetic,neutral
556,policy Voters in Berlin will head to the polls next week as Biden campaigns. #IndiaNews,2024-05-25,user_278,Berlin,Biden,LibDems,Synthetic,neutral
557,official The education reforms BJP are by transforming schools across the nation. #PolicyDebate,2024-12-01,user_906,Texas,DeSantis,BJP,Synthetic,positive
558,The new INC (Congress) bill has some good points but also flaws. many A mixed bag for California.,2024-12-30,user_166,California,Trump,INC (Congress),Synthetic,neutral
559,Opposition responds to Trump's budget address with mixed reactions. #BreakingNews,2025-01-25,user_730,Texas,Trump,Labour,Synthetic,neutral
560,Conservatives has been in power for years and Florida is shambles. still in #Election2024,2024-02-11,user_903,Florida,Mamata Banerjee,Conservatives,Synthetic,negative
561,The latest Republicans scandal is just the tip of the iceberg. #NewsUpdate,2024-06-13,user_829,Texas,Arvind Kejriwal,Republicans,Synthetic,negative
562,Extremely disappointed with Modi's lack of on action climate change. #USPolitics,2024-04-21,user_413,Gujarat,Modi,LibDems,Synthetic,negative
563,Rahul foreign policy has embarrassed us on the world stage. Shameful. #Fraud,2024-01-22,user_576,Texas,Rahul Gandhi,AAP,Synthetic,negative
564,policy INC (Congress) is tearing this country apart with its divisive rhetoric. #IndiaNews,2024-04-29,user_371,Delhi,Amit Shah,INC (Congress),Synthetic,negative
565,policy Yogi Adityanath signs executive order; legal challenges anticipated Republicans. from #PoliticsDaily,2024-10-06,user_305,Maharashtra,Yogi Adityanath,Republicans,Synthetic,neutral
566,news Conservatives announced cabinet reshuffle ahead of the parliamentary session. #IndiaNews,2025-01-20,user_833,Maharashtra,Modi,Conservatives,Synthetic,neutral
567,official Sunak delivered an outstanding speech on recovery economic today. Real leadership! #PeaceAndProsperity,2025-01-24,user_252,Florida,Sunak,LibDems,Synthetic,positive
568,Interesting to see Trudeau and AAP working together. Not sure if this is good or bad. #BreakingNews,2024-08-24,user_448,California,Trudeau,AAP,Synthetic,neutral
569,New poll data shows shifting voter preferences in Maharashtra region. #BreakingNews,2024-01-16,user_483,Maharashtra,Macron,Republicans,Synthetic,neutral
570,statement Labour committee to review healthcare spending over the next quarter. #Election2024,2024-07-25,user_881,Florida,Harris,Labour,Synthetic,neutral
571,Analysts are on Macron's recent economic proposals. #Election2024,2024-11-18,user_918,Florida,Macron,LibDems,Synthetic,neutral
572,Inflation is through the roof under Families mismanagement. AAP's suffering. #NewsUpdate,2024-03-28,user_206,Delhi,Mamata Banerjee,AAP,Synthetic,negative
573,Yogi Adityanath held conference press 4 today addressing teh ongoing budget negotiations. #PolicyDebate,2024-01-30,user_477,Texas,Yogi Adityanath,LibDems,Synthetic,neutral
574,The new Democrats bill has some good points but also many flaws. A mixed bag for Texas.,2024-04-15,user_233,Texas,Amit Shah,Democrats,Synthetic,neutral
575,policy Trudeau united the divided with nation his remarkable speech yesterday. #USPolitics,2024-08-16,user_165,Florida,Trudeau,Conservatives,Synthetic,positive
576,Experts weigh in on AAP's five-year development plan. #USPolitics,2024-05-27,user_761,California,Trudeau,AAP,Synthetic,neutral
577,The poor get poorer under INC (Congress)'s watch. Trickle-down is a lie! #Scam,2024-04-03,user_815,Florida,Arvind Kejriwal,INC (Congress),Synthetic,negative
578,Can't believe Republicans raised taxes again while corruption runs rampant Delhi. #EndThis,2025-01-06,user_839,Delhi,Mamata Banerjee,Republicans,Synthetic,negative
579,"Wait, actually thinks this plan will work? It's a disaster. #NeverAgain",2024-03-25,user_358,Delhi,DeSantis,TMC,Synthetic,negative
580,policy DeSantis met with world leaders at the G20 in summit Sydney. #Election2024,2024-12-29,user_239,Sydney,DeSantis,LibDems,Synthetic,neutral
581,policy Proud to be a supporter. Our values align with #ModiForIndia progress. national,2024-03-31,user_401,Gujarat,Modi,TMC,Synthetic,positive
582,government Voters in Delhi will to the polls next week as Trump campaigns. #PoliticsDaily,2024-12-11,user_645,Delhi,Trump,LibDems,Synthetic,neutral
