id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count
447,One for your diary. We have reindeer's coming to the garden centre on Saturday the 8th of December.,2024-09-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,one diary reindeer coming garden centre saturday 8th december,"['one', 'diary', 'reindeer', 'coming', 'garden', 'centre', 'saturday', '8th', 'december']",9,61
448,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ",2024-12-05,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,action switch past present but material link tenuous anchor emotional connection purport span 125year divide,"['action', 'switch', 'past', 'present', 'but', 'material', 'link', 'tenuous', 'anchor', 'emotional', 'connection', 'purport', 'span', '125year', 'divide']",15,108
449,Donald Trump lied?  What?  Never!  Donald Trump never says anything without having seriously meant it! *Sarcasm!De…,2024-08-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Trump,Unknown,False,Trump lied never Trump never say anything without seriously meant sarcasmde…,"['Trump', 'lied', 'never', 'Trump', 'never', 'say', 'anything', 'without', 'seriously', 'meant', 'sarcasmde…']",11,76
450,@user @user the video wasn't aimed about gun control rather mental issues that this young boy struggle w/,2025-02-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,video wasnt aimed gun control rather mental issue young boy struggle,"['video', 'wasnt', 'aimed', 'gun', 'control', 'rather', 'mental', 'issue', 'young', 'boy', 'struggle']",11,68
451,"though it runs 163 minutes , safe conduct is anything but languorous . it's packed to bursting with incident , and with scores of characters , some fictional , some from history .",2024-04-14,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Conservatives,False,though run 163 minute safe conduct anything but languorous packed bursting incident score character fictional history,"['though', 'run', '163', 'minute', 'safe', 'conduct', 'anything', 'but', 'languorous', 'packed', 'bursting', 'incident', 'score', 'character', 'fictional', 'history']",16,117
452,"#Eurozone BREAKING: Vladimir Putin admits Kim Jong-un is better in every way and would ""love to see... [his] face"" #SydMUN16",2024-09-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,breaking vladimir putin admits kim jongun better every way would love see face,"['breaking', 'vladimir', 'putin', 'admits', 'kim', 'jongun', 'better', 'every', 'way', 'would', 'love', 'see', 'face']",13,78
453,Braille and Large Print Game Night is this coming Tuesday at MLK Jr. Library Room 215 from 6pm to 8pm. See you there!,2025-02-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,braille large print game night coming tuesday mlk jr library room 215 6pm 8pm see,"['braille', 'large', 'print', 'game', 'night', 'coming', 'tuesday', 'mlk', 'jr', 'library', 'room', '215', '6pm', '8pm', 'see']",15,81
454,speaks eloquently about the symbiotic relationship between art and life .,2025-02-03,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,speaks eloquently symbiotic relationship art life,"['speaks', 'eloquently', 'symbiotic', 'relationship', 'art', 'life']",6,49
455,Anything keeping me going is the Zac Brown Band concert in November,2024-05-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,anything keeping going zac brown band concert november,"['anything', 'keeping', 'going', 'zac', 'brown', 'band', 'concert', 'november']",8,54
456,"@user if I buy you a ticket to Ed Sheeran in Dallas on September 5th, will you go with me""",2024-12-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,buy ticket ed sheeran dallas september 5th go,"['buy', 'ticket', 'ed', 'sheeran', 'dallas', 'september', '5th', 'go']",8,45
457,@user @user yeah but then again Kane has respect for Abby and still butts heads with her so it may happen,2025-02-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,yeah but kane respect abby still butt head may happen,"['yeah', 'but', 'kane', 'respect', 'abby', 'still', 'butt', 'head', 'may', 'happen']",10,53
458,@user @user I'm now seriously tempted to re-read the 1st book and see if Cara fits. I still need to see Paper towns though,2024-05-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,im seriously tempted reread 1st book see cara fit still need see paper town though,"['im', 'seriously', 'tempted', 'reread', '1st', 'book', 'see', 'cara', 'fit', 'still', 'need', 'see', 'paper', 'town', 'though']",15,82
459,I haven't even officially started working at Dunkin yet and I already don't want to go in tomorrow lol,2025-04-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,havent even officially started working dunkin yet already dont want go tomorrow lol,"['havent', 'even', 'officially', 'started', 'working', 'dunkin', 'yet', 'already', 'dont', 'want', 'go', 'tomorrow', 'lol']",13,83
460,"""Advertising is getting so aggressive, just saw a billboard asking """"""""will you get HIV today? will you get HIV tonight? How about tomorrow?""""""""""",2024-09-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,advertising getting aggressive saw billboard asking get hiv today get hiv tonight tomorrow,"['advertising', 'getting', 'aggressive', 'saw', 'billboard', 'asking', 'get', 'hiv', 'today', 'get', 'hiv', 'tonight', 'tomorrow']",13,90
461,all analyze that proves is that there is really only one movie's worth of decent gags to be gleaned from the premise .,2024-06-25,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,False,analyze prof really one movie worth decent gag gleaned premise,"['analyze', 'prof', 'really', 'one', 'movie', 'worth', 'decent', 'gag', 'gleaned', 'premise']",10,62
462,@user it has a scene where Ice Cube sits at a lap top and says.. this his funny.. and his wife says You finished? Friday is dope.,2025-04-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,scene ice cube sits lap top say funny wife say finished friday dope,"['scene', 'ice', 'cube', 'sits', 'lap', 'top', 'say', 'funny', 'wife', 'say', 'finished', 'friday', 'dope']",13,67
463,"@user doing a #XF3DayHiatus watch over the weekend! Sat Bad Blood, Sun Arcadia, Mon PMP all at 8pm EST - join in the fun!""",2024-09-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,watch weekend sat bad blood sun arcadia mon pmp 8pm est join fun,"['watch', 'weekend', 'sat', 'bad', 'blood', 'sun', 'arcadia', 'mon', 'pmp', '8pm', 'est', 'join', 'fun']",13,64
464,"""Seeing Frank Ocean in two days, is literally the one and only thing on my mind, until 10:45 p.m., Saturday night.""",2024-08-21,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,seeing frank ocean two day literally one thing mind 1045 pm saturday night,"['seeing', 'frank', 'ocean', 'two', 'day', 'literally', 'one', 'thing', 'mind', '1045', 'pm', 'saturday', 'night']",13,74
465,@user i think i go tomorrow. Cuz im on my way to my dad first cuz i have no money to go to interlaken T.T i just hope hes there tomorow,2024-03-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,think go tomorrow cuz im way dad first cuz no money go interlaken tt hope he tomorow,"['think', 'go', 'tomorrow', 'cuz', 'im', 'way', 'dad', 'first', 'cuz', 'no', 'money', 'go', 'interlaken', 'tt', 'hope', 'he', 'tomorow']",17,84
466,Tomorrow: Read about the very special playhouse Prince George will receive #shepherdshut #royals @user,2024-02-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,tomorrow read special playhouse prince george receive,"['tomorrow', 'read', 'special', 'playhouse', 'prince', 'george', 'receive']",7,53
467,30 Seconds to Mars - Night of the Hunter (Shannon Leto Remix) - Single - 18 Sep 2012,2024-11-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,30 second mar night hunter shannon leto remix single 18 sep 2012,"['30', 'second', 'mar', 'night', 'hunter', 'shannon', 'leto', 'remix', 'single', '18', 'sep', '2012']",12,64
468,@user live @user Fairground ex bengkel 6 Oct 2012. be there lads... enjoy the show,2024-12-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,live fairground ex bengkel oct 2012 lad enjoy show,"['live', 'fairground', 'ex', 'bengkel', 'oct', '2012', 'lad', 'enjoy', 'show']",9,50
469,Kendrick Lamar may (or may not) have brought out the best (or worst) of me.,2024-10-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,kendrick lamar may may not brought best worst,"['kendrick', 'lamar', 'may', 'may', 'not', 'brought', 'best', 'worst']",8,45
470,offers that rare combination of entertainment and education .,2024-07-02,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,offer rare combination entertainment education,"['offer', 'rare', 'combination', 'entertainment', 'education']",5,46
471,"""Angry Rodgers denies Sterling refused to play for England: Roy Hodgson claimed on Tuesday the winger was """"""""too ...",2025-04-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,angry rodgers denies sterling refused play england roy hodgson claimed tuesday winger,"['angry', 'rodgers', 'denies', 'sterling', 'refused', 'play', 'england', 'roy', 'hodgson', 'claimed', 'tuesday', 'winger']",12,85
472,#ThrowbackThursday: our weekly dive into the Toyota archives: Every Thursday we take a look ... #toyota #usedcars,2024-08-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,weekly dive toyota archive every thursday take look,"['weekly', 'dive', 'toyota', 'archive', 'every', 'thursday', 'take', 'look']",8,51
473,@user Sad..but not the 1st time &amp; I'm a sports fan &amp; a kids for education bluff..its all Scott Walker..you cant feel but sad for Wi.,2024-08-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,sadbut not 1st time amp im sport fan amp kid education bluffits scott walkeryou cant feel but sad wi,"['sadbut', 'not', '1st', 'time', 'amp', 'im', 'sport', 'fan', 'amp', 'kid', 'education', 'bluffits', 'scott', 'walkeryou', 'cant', 'feel', 'but', 'sad', 'wi']",19,100
474,Chris Bosh may not be easy on the eyes\u002c but he has a freakin beautiful family!,2024-04-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,chris bosh may not easy eyesu002c but freakin beautiful family,"['chris', 'bosh', 'may', 'not', 'easy', 'eyesu002c', 'but', 'freakin', 'beautiful', 'family']",10,62
475,"The future of 3D printing? formnext 2016 showcases new tech from Nano Dimension, HP, others - #3dp",2024-08-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,future 3d printing formnext 2016 showcase new tech nano dimension hp others,"['future', '3d', 'printing', 'formnext', '2016', 'showcase', 'new', 'tech', 'nano', 'dimension', 'hp', 'others']",12,75
476,"""Al Pacino to play Joe Paterno in biopic..this is going to be his 2nd film where he says \""""""""Say hello to my little friend\"""""""" -@sethmeyers21""",2024-11-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,al pacino play joe paterno biopicthis going 2nd film say say hello little friend,"['al', 'pacino', 'play', 'joe', 'paterno', 'biopicthis', 'going', '2nd', 'film', 'say', 'say', 'hello', 'little', 'friend']",14,80
477,They may as well start talking about Kim Kardashian's new camel coat...,2025-03-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,may well start talking kim kardashians new camel coat,"['may', 'well', 'start', 'talking', 'kim', 'kardashians', 'new', 'camel', 'coat']",9,53
478,got me looking at this paper Mars rules Tuesday and its color is Red and nights ago it was  a Blood Moon now  checking date @user,2024-12-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,got looking paper mar rule tuesday color red night ago blood moon checking date,"['got', 'looking', 'paper', 'mar', 'rule', 'tuesday', 'color', 'red', 'night', 'ago', 'blood', 'moon', 'checking', 'date']",14,79
479,"Meet your new (old) favorite endless runner for iOS, Race the Sun - Macworld",2024-02-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,meet new old favorite endless runner io race sun macworld,"['meet', 'new', 'old', 'favorite', 'endless', 'runner', 'io', 'race', 'sun', 'macworld']",10,57
480,@user I hope you make history Sunday. Show Seth Rollins what being champion is all about,2024-07-30,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Conservatives,False,hope make history sunday show seth rollins champion,"['hope', 'make', 'history', 'sunday', 'show', 'seth', 'rollins', 'champion']",8,51
481,"@user Definitely starting my weekend with Rickard's Cardigan, several pounds of wings and Monday Night football.""",2024-06-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,definitely starting weekend rickards cardigan several pound wing monday night football,"['definitely', 'starting', 'weekend', 'rickards', 'cardigan', 'several', 'pound', 'wing', 'monday', 'night', 'football']",11,86
482,#RaulCastro: #Cuban #government will not #allow to be named after #Fidel the street and put him monuments…,2024-12-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,not named street put monuments…,"['not', 'named', 'street', 'put', 'monuments…']",5,31
483,"Jay-z may not be the best looking guy, but he proves to others that looks aren't everything",2024-07-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,jayz may not best looking guy but prof others look arent everything,"['jayz', 'may', 'not', 'best', 'looking', 'guy', 'but', 'prof', 'others', 'look', 'arent', 'everything']",12,67
484,Playstation Vita will receive great additions and games: As you may have seen with our previous blog post on the...,2024-04-18,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,playstation vita receive great addition game may seen previous blog post,"['playstation', 'vita', 'receive', 'great', 'addition', 'game', 'may', 'seen', 'previous', 'blog', 'post']",11,72
485,"#Iraq, #Mosul | #Iraqi_Forces regains control on neighborhoods east of Mosulhttps://t.co/etDq7hxPvQ#mosuloffensive #MosulAid #journalism",2024-11-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,regains control neighborhood east mosul,"['regains', 'control', 'neighborhood', 'east', 'mosul']",5,39
486,"#UN #UnitedNations: Security en #Mexico Must be Handled by Civilians, not the Army",2024-09-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,security en must handled civilian not army,"['security', 'en', 'must', 'handled', 'civilian', 'not', 'army']",7,42
487,Putin calls Saakashvili’s appointment as Odessa governor ‘spit in Ukraine’s face’https://t.co/J2RyKnvbes,2024-10-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,putin call saakashvili appointment odessa governor spit ukraine face,"['putin', 'call', 'saakashvili', 'appointment', 'odessa', 'governor', 'spit', 'ukraine', 'face']",9,68
488,"This girl is straight delusional! Hillary ain't going to jail.  She might visit one, but go...LOLOL",2024-07-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,girl straight delusional hillary aint going jail might visit one but gololol,"['girl', 'straight', 'delusional', 'hillary', 'aint', 'going', 'jail', 'might', 'visit', 'one', 'but', 'gololol']",12,76
489,"The Stunts sequences (as well as the Special Effects) are Brilliant, in this movie. Michael Scherer must be one of Canadas BEST Stunt Co-ordinators of all time. The explosion in the Café, is a wonderful combination of Stunts, Special Effects AND Visual Effects. The Director HAD a",2024-10-31,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,stunt sequence well special effect brilliant movie michael scherer must one canada best stunt coordinator time explosion café wonderful combination stunt special effect visual effect director,"['stunt', 'sequence', 'well', 'special', 'effect', 'brilliant', 'movie', 'michael', 'scherer', 'must', 'one', 'canada', 'best', 'stunt', 'coordinator', 'time', 'explosion', 'café', 'wonderful', 'combination', 'stunt', 'special', 'effect', 'visual', 'effect', 'director']",26,191
490,"""It's 16 Oct 1834 and the ancient Houses of Parliament are on fire: @user is 'live'-tweeting this """"""""forgotten national catastrophe""""""""""",2024-06-26,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,16 oct 1834 ancient house parliament fire livetweeting forgotten national catastrophe,"['16', 'oct', '1834', 'ancient', 'house', 'parliament', 'fire', 'livetweeting', 'forgotten', 'national', 'catastrophe']",11,85
491,Moto G (2nd Generation) Just Rs.8099 pay with SBI card Black White,2024-08-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,moto 2nd generation rs8099 pay sbi card black white,"['moto', '2nd', 'generation', 'rs8099', 'pay', 'sbi', 'card', 'black', 'white']",9,51
492,Dustin Johnson dealt with another major disappointment after shooting +3 &amp; going from leading after 2 at -10 to being tied for 22nd &amp; at -7,2025-03-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Boris Johnson,Unknown,False,dustin johnson dealt another major disappointment shooting amp going leading 10 tied 22nd amp,"['dustin', 'johnson', 'dealt', 'another', 'major', 'disappointment', 'shooting', 'amp', 'going', 'leading', '10', 'tied', '22nd', 'amp']",14,93
493,an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .,2024-03-28,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,enjoyably halfwit remake venerable italian comedy big deal madonna street,"['enjoyably', 'halfwit', 'remake', 'venerable', 'italian', 'comedy', 'big', 'deal', 'madonna', 'street']",10,73
494,Had a dream last night that EJ started Sunday against the Vikings and threw for over 400 yards and 5 TDs...a man can dream right?,2024-04-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,dream last night ej started sunday against viking threw 400 yard tdsa man dream right,"['dream', 'last', 'night', 'ej', 'started', 'sunday', 'against', 'viking', 'threw', '400', 'yard', 'tdsa', 'man', 'dream', 'right']",15,85
495,People are boycotting these 50 brands to protest Trump via @user,2024-02-26,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Trump,Unknown,False,people boycotting 50 brand protest trump via,"['people', 'boycotting', '50', 'brand', 'protest', 'trump', 'via']",7,44
496,if only merchant paid more attention the story . ,2024-11-12,unknown_user,,SST-2,en,sst2,negative,Unknown,Conservatives,False,merchant paid attention story,"['merchant', 'paid', 'attention', 'story']",4,29
497,I had a dream about #Richonne last night 😊 | #Michonne #RickGrimes #OTP #TWD #TheWalkingDead,2025-01-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,dream last night smilingfacewithsmilingeyes,"['dream', 'last', 'night', 'smilingfacewithsmilingeyes']",4,43
498,"""Ice Cube , T Pain , Ashanti , Baby Bash , 2nd to None Live at Queen mary sept 12th. I got tickets if you need any $45 about 40 left""",2024-06-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,ice cube pain ashanti baby bash 2nd none live queen mary sept 12th got ticket need 45 40 left,"['ice', 'cube', 'pain', 'ashanti', 'baby', 'bash', '2nd', 'none', 'live', 'queen', 'mary', 'sept', '12th', 'got', 'ticket', 'need', '45', '40', 'left']",19,93
499,minor film ,2024-12-21,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,False,minor film,"['minor', 'film']",2,10
500,"""Joe Kelly limited the White Sox to two runs in 7 1/3 innings, snagging the win on Monday. #RedSox #MLB""",2024-06-24,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,joe kelly limited white sox two run 13 inning snagging win monday,"['joe', 'kelly', 'limited', 'white', 'sox', 'two', 'run', '13', 'inning', 'snagging', 'win', 'monday']",12,65
501,Da bulls will be good until drose gets back...I figure they will b a solid 4th seed when he returns,2025-03-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,da bull good drose get backi figure solid 4th seed return,"['da', 'bull', 'good', 'drose', 'get', 'backi', 'figure', 'solid', '4th', 'seed', 'return']",11,57
502,"this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .",2025-05-06,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Harris,Unknown,False,hastily mounted production exists capitalize hopkins inclination play hannibal lecter even though harris no immediate inclination provide fourth book,"['hastily', 'mounted', 'production', 'exists', 'capitalize', 'hopkins', 'inclination', 'play', 'hannibal', 'lecter', 'even', 'though', 'harris', 'no', 'immediate', 'inclination', 'provide', 'fourth', 'book']",19,149
503,@user @user Hate to see it. Dustin Johnson on the 1st. #headsgone,2024-09-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Boris Johnson,Unknown,False,hate see dustin johnson 1st,"['hate', 'see', 'dustin', 'johnson', '1st']",5,27
504,"Comey, Russians, Facebook, stein, sanders, Assange, vote machine hackers, and now Obama",2024-01-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Obama,Unknown,False,comey russian facebook stein sander assange vote machine hacker Obama,"['comey', 'russian', 'facebook', 'stein', 'sander', 'assange', 'vote', 'machine', 'hacker', 'Obama']",10,69
505,"scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf ",2025-01-21,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,scotland look wonderful fan often funny fanatic showdown sure beat bad day golf,"['scotland', 'look', 'wonderful', 'fan', 'often', 'funny', 'fanatic', 'showdown', 'sure', 'beat', 'bad', 'day', 'golf']",13,79
506,familiar but utterly delightful .,2025-04-03,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,False,familiar but utterly delightful,"['familiar', 'but', 'utterly', 'delightful']",4,31
507,"@user @user @user @user @user read my articles. #Israel treats #Hamas daughter, people from #Gaza",2024-06-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,read article treat daughter people,"['read', 'article', 'treat', 'daughter', 'people']",5,34
508,"""it is, we may note, the goodness and loving-kindness of God our Savior that is the true model for Christians in our daily lives""",2025-01-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,may note goodness lovingkindness god savior true model christian daily life,"['may', 'note', 'goodness', 'lovingkindness', 'god', 'savior', 'true', 'model', 'christian', 'daily', 'life']",11,75
509,@user same haha. Yo I had 9th overall pick in a PPR. Went Dez over Julio. Feel like Cowboys have to throw a ton with Murray gone,2024-06-28,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,haha yo 9th overall pick ppr went dez julio feel like cowboy throw ton murray gone,"['haha', 'yo', '9th', 'overall', 'pick', 'ppr', 'went', 'dez', 'julio', 'feel', 'like', 'cowboy', 'throw', 'ton', 'murray', 'gone']",16,82
510,Ylianna Guerra Miss Texas USA won 1st runner up at Miss USA. So proud to say she comes from the Valley and made it this far!,2025-05-10,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,ylianna guerra miss texas usa won 1st runner miss usa proud say come valley made far,"['ylianna', 'guerra', 'miss', 'texas', 'usa', 'won', '1st', 'runner', 'miss', 'usa', 'proud', 'say', 'come', 'valley', 'made', 'far']",16,84
511,#AllStar 2011 Panini Gold Standard Stars Memorabilia 19 #LaMarcusAldridge Basketball #Card,2024-07-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,2011 panini gold standard star memorabilia 19 basketball,"['2011', 'panini', 'gold', 'standard', 'star', 'memorabilia', '19', 'basketball']",8,56
512,"""it's august 8th and still no Frank Ocean album, when will this terror end""",2024-08-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,False,august 8th still no frank ocean album terror end,"['august', '8th', 'still', 'no', 'frank', 'ocean', 'album', 'terror', 'end']",9,48
513,Sharknado 3 release and @user 's 29th birthday on the same day. Coincidence...? HBD Andrew!!!,2024-06-28,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,sharknado release 29th birthday day coincidence hbd andrew,"['sharknado', 'release', '29th', 'birthday', 'day', 'coincidence', 'hbd', 'andrew']",8,58
514,@user @user @user @user it's a data point. Being triggered by data points also something liberals do. Don't be  dumb,2025-05-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Liberal,False,data point triggered data point also something liberal dont dumb,"['data', 'point', 'triggered', 'data', 'point', 'also', 'something', 'liberal', 'dont', 'dumb']",10,64
515,@user  Saudi Arabia &amp; Many other Foreign countries may want to debate ya on that one! Lol,2025-04-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,saudi arabia amp many foreign country may want debate ya one lol,"['saudi', 'arabia', 'amp', 'many', 'foreign', 'country', 'may', 'want', 'debate', 'ya', 'one', 'lol']",12,64
516,"""if Everton get beat tonight, do u think Moyes will walk out? I think he should.""",2025-02-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,everton get beat tonight think moyes walk think,"['everton', 'get', 'beat', 'tonight', 'think', 'moyes', 'walk', 'think']",8,47
517,opening up ,2025-05-08,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,False,opening,['opening'],1,7
518,"""Me after listening to """"Black Friday"""" by Kendrick for the first time",2024-08-25,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,listening black friday kendrick first time,"['listening', 'black', 'friday', 'kendrick', 'first', 'time']",6,42
519,"""I'm going to visit PASRB, SEB, SPR and SMB's holes tomorrow for the #SpookyMiniPutt!! Hoping for some hole-in-ones!!! #GCWCC2012""",2024-05-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,False,im going visit pasrb seb spr smbs hole tomorrow hoping holeinones,"['im', 'going', 'visit', 'pasrb', 'seb', 'spr', 'smbs', 'hole', 'tomorrow', 'hoping', 'holeinones']",11,65
520,"What exactly do people expect when they watch an Al Adamson film? Are they expecting classic cinema that is wonderful beyond belief and will leave them with lasting memories? You'd think so by some of the reviews. Al Adamson's films are trashy and sleazy and cheesy, not much more",2024-04-06,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,False,exactly people expect watch al adamson film expecting classic cinema wonderful beyond belief leave lasting memory youd think review al adamsons film trashy sleazy cheesy not much,"['exactly', 'people', 'expect', 'watch', 'al', 'adamson', 'film', 'expecting', 'classic', 'cinema', 'wonderful', 'beyond', 'belief', 'leave', 'lasting', 'memory', 'youd', 'think', 'review', 'al', 'adamsons', 'film', 'trashy', 'sleazy', 'cheesy', 'not', 'much']",27,178
521,Shawn will perform at Best Buy Theater on the 8th of September along with his Island Records family. #IslandLifeNYC,2024-01-31,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,shawn perform best buy theater 8th september along island record family,"['shawn', 'perform', 'best', 'buy', 'theater', '8th', 'september', 'along', 'island', 'record', 'family']",11,71
522,Hyung Jun's interview is super long! Can't believe it took me 45 minutes.. Am I this slow..,2025-01-08,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,False,hyung juns interview super long cant believe took 45 minute slow,"['hyung', 'juns', 'interview', 'super', 'long', 'cant', 'believe', 'took', '45', 'minute', 'slow']",11,64
