id,text,timestamp,user,location,source,language,query,true_sentiment,politician,party,is_sarcastic,cleaned_text,tokens,token_count,char_count,ml_label,ml_confidence,ml_probs,split,dl_label,dl_confidence,dl_probs,final_sentiment,final_confidence,is_different_from_ml,extracted_entities
617,@user I've had several problems with Amazon Prime - Customer service has been a nightmare especially if your items are from 3rd party vendor,2025-02-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,ive several problem amazon prime customer service nightmare especially item 3rd party vendor,"['ive', 'several', 'problem', 'amazon', 'prime', 'customer', 'service', 'nightmare', 'especially', 'item', '3rd', 'party', 'vendor']",13,92,neutral,0.3893,"{np.str_('negative'): 0.3387, np.str_('neutral'): 0.3893, np.str_('positive'): 0.272}",labeled,negative,0.8946,"{'negative': 0.8946, 'neutral': 0.0954, 'positive': 0.01}",negative,0.6722,1,"['3rd party', 'Amazon']"
618,"@user  Morning Simon, r u going to see Cowboys and Aliens preview on Monday or Tuesday at Lpool ONE?""",2024-08-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,morning simon going see cowboy alien preview monday tuesday lpool one,"['morning', 'simon', 'going', 'see', 'cowboy', 'alien', 'preview', 'monday', 'tuesday', 'lpool', 'one']",11,69,positive,0.438,"{np.str_('negative'): 0.2252, np.str_('neutral'): 0.3368, np.str_('positive'): 0.438}",labeled,neutral,0.6056,"{'neutral': 0.6056, 'positive': 0.3895, 'negative': 0.0049}",neutral,0.4981,1,"['Morning Simon', 'Aliens', 'Lpool ONE', '@user', 'Cowboys']"
619,'Beauty and the Beast' 25th Anniversary: 20 Facts You Didn't Know by @user #beautyandthebeast,2025-02-11,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,beauty beast 25th anniversary 20 fact didnt know,"['beauty', 'beast', '25th', 'anniversary', '20', 'fact', 'didnt', 'know']",8,48,neutral,0.5074,"{np.str_('negative'): 0.2857, np.str_('neutral'): 0.5074, np.str_('positive'): 0.207}",labeled,positive,0.7552,"{'positive': 0.7552, 'neutral': 0.231, 'negative': 0.0138}",positive,0.5359,1,['@user']
620,Very gruesome terrible injury for Marcus Lattimore (2nd year in a row) be strong\u002c the injury was similar to Mcgahee from 2003 Fiesta Bowl.,2025-03-04,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,gruesome terrible injury marcus lattimore 2nd year row strongu002c injury similar mcgahee 2003 fiesta bowl,"['gruesome', 'terrible', 'injury', 'marcus', 'lattimore', '2nd', 'year', 'row', 'strongu002c', 'injury', 'similar', 'mcgahee', '2003', 'fiesta', 'bowl']",15,106,neutral,0.3916,"{np.str_('negative'): 0.2274, np.str_('neutral'): 0.3916, np.str_('positive'): 0.381}",labeled,negative,0.891,"{'negative': 0.891, 'neutral': 0.1014, 'positive': 0.0076}",negative,0.6256,1,"['Marcus Lattimore', 'Mcgahee']"
621,"Minimum wage increases have, in my head!",2024-03-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,minimum wage increase head,"['minimum', 'wage', 'increase', 'head']",4,26,neutral,0.4942,"{np.str_('negative'): 0.2223, np.str_('neutral'): 0.4942, np.str_('positive'): 0.2836}",labeled,negative,0.5872,"{'negative': 0.5872, 'neutral': 0.3576, 'positive': 0.0552}",negative,0.4412,1,[]
622,"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you're getting its metaphysical point .",2025-05-01,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,intelligent earnest intimate film drop ball pause blunt exposition make sure youre getting metaphysical point,"['intelligent', 'earnest', 'intimate', 'film', 'drop', 'ball', 'pause', 'blunt', 'exposition', 'make', 'sure', 'youre', 'getting', 'metaphysical', 'point']",15,109,positive,0.5274,"{np.str_('negative'): 0.2697, np.str_('neutral'): 0.2028, np.str_('positive'): 0.5274}",labeled,neutral,0.8213,"{'neutral': 0.8213, 'positive': 0.1462, 'negative': 0.0326}",neutral,0.5739,1,[]
623,is not a bad film . ,2024-01-10,unknown_user,,SST-2,en,sst2,positive,Unknown,Unknown,0,not bad film,"['not', 'bad', 'film']",3,12,positive,0.4381,"{np.str_('negative'): 0.4142, np.str_('neutral'): 0.1477, np.str_('positive'): 0.4381}",labeled,neutral,0.5265,"{'neutral': 0.5265, 'positive': 0.3376, 'negative': 0.1358}",positive,0.3778,0,[]
624,a movie that takes such a speedy swan dive from `` promising '' ,2024-09-30,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,0,movie take speedy swan dive promising,"['movie', 'take', 'speedy', 'swan', 'dive', 'promising']",6,37,negative,0.4383,"{np.str_('negative'): 0.4383, np.str_('neutral'): 0.1326, np.str_('positive'): 0.4291}",labeled,neutral,0.5071,"{'neutral': 0.5071, 'positive': 0.4865, 'negative': 0.0063}",positive,0.4635,1,[]
625,Rousey to fight former boxer - Mixed martial arts star Ronda Rousey said Friday she will face female boxer Holly H...,2024-01-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,rousey fight former boxer mixed martial art star ronda rousey said friday face female boxer holly,"['rousey', 'fight', 'former', 'boxer', 'mixed', 'martial', 'art', 'star', 'ronda', 'rousey', 'said', 'friday', 'face', 'female', 'boxer', 'holly']",16,97,neutral,0.5539,"{np.str_('negative'): 0.22, np.str_('neutral'): 0.5539, np.str_('positive'): 0.2261}",labeled,neutral,0.9145,"{'neutral': 0.9145, 'positive': 0.0775, 'negative': 0.008}",neutral,0.7703,0,"['Holly H', 'Rousey', 'Ronda Rousey']"
626,"@user how did I miss you at The Kee on Tues? We all missed you at @user """"""""Dockside Glow"""""""" in Muskoka. Congrats on new line!""",2024-01-01,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,miss kee tues missed dockside glow muskoka congrats new line,"['miss', 'kee', 'tues', 'missed', 'dockside', 'glow', 'muskoka', 'congrats', 'new', 'line']",10,60,positive,0.4538,"{np.str_('negative'): 0.18, np.str_('neutral'): 0.3662, np.str_('positive'): 0.4538}",labeled,neutral,0.5641,"{'neutral': 0.5641, 'positive': 0.3572, 'negative': 0.0787}",neutral,0.4849,1,"['@user', 'Tues', 'Muskoka']"
627,So Briana is allowed to smoke but not allowed to take photos by fans because it may affect the baby oKAY THEN.,2024-09-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,briana allowed smoke but not allowed take photo fan may affect baby okay,"['briana', 'allowed', 'smoke', 'but', 'not', 'allowed', 'take', 'photo', 'fan', 'may', 'affect', 'baby', 'okay']",13,72,positive,0.418,"{np.str_('negative'): 0.3111, np.str_('neutral'): 0.2709, np.str_('positive'): 0.418}",labeled,neutral,0.7089,"{'neutral': 0.7089, 'negative': 0.2711, 'positive': 0.02}",neutral,0.5337,1,['Briana']
628,"@user Disregarding that...I mean, c'mon. Seriously... Nintendo. Japan. In the 80s. You really think they went that route?",2024-10-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,disregarding thati mean cmon seriously nintendo japan 80 really think went route,"['disregarding', 'thati', 'mean', 'cmon', 'seriously', 'nintendo', 'japan', '80', 'really', 'think', 'went', 'route']",12,80,neutral,0.5769,"{np.str_('negative'): 0.2271, np.str_('neutral'): 0.5769, np.str_('positive'): 0.196}",labeled,negative,0.6828,"{'negative': 0.6828, 'neutral': 0.2998, 'positive': 0.0173}",negative,0.5005,1,"['Japan', 'Nintendo']"
629,"David Beckham scored a goal for parents Monday, striking back against all the critics who tell us they know how...",2025-05-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,david beckham scored goal parent monday striking back against critic tell u know,"['david', 'beckham', 'scored', 'goal', 'parent', 'monday', 'striking', 'back', 'against', 'critic', 'tell', 'u', 'know']",13,80,neutral,0.476,"{np.str_('negative'): 0.2589, np.str_('neutral'): 0.476, np.str_('positive'): 0.2651}",labeled,neutral,0.8159,"{'neutral': 0.8159, 'positive': 0.1618, 'negative': 0.0223}",neutral,0.6799,0,['David Beckham']
630,"If you look at the one thing that conservatives #value, that liberals do not, it is truth.",2024-05-06,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Conservatives,1,look one thing conservative liberal not truth,"['look', 'one', 'thing', 'conservative', 'liberal', 'not', 'truth']",7,45,positive,0.512,"{np.str_('negative'): 0.3252, np.str_('neutral'): 0.1628, np.str_('positive'): 0.512}",labeled,negative,0.7353,"{'negative': 0.7353, 'neutral': 0.25, 'positive': 0.0148}",negative,0.5713,1,[]
631,Iran-Backed Houthis in Yemen Fire Missile Into Saudi Arabia: A missile fired from Yemen Saturday struck the Sa...,2025-04-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,iranbacked houthis yemen fire missile saudi arabia missile fired yemen saturday struck sa,"['iranbacked', 'houthis', 'yemen', 'fire', 'missile', 'saudi', 'arabia', 'missile', 'fired', 'yemen', 'saturday', 'struck', 'sa']",13,89,positive,0.4428,"{np.str_('negative'): 0.2174, np.str_('neutral'): 0.3398, np.str_('positive'): 0.4428}",labeled,negative,0.5131,"{'negative': 0.5131, 'neutral': 0.4753, 'positive': 0.0116}",neutral,0.4211,1,"['Sa', 'Iran', 'Yemen']"
632,This song says everything about a break up ...Rope To Hang by Neil McSweeney: Dir. Sat Johal of Crows Nest Films,2024-02-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,song say everything break rope hang neil mcsweeney dir sat johal crow nest film,"['song', 'say', 'everything', 'break', 'rope', 'hang', 'neil', 'mcsweeney', 'dir', 'sat', 'johal', 'crow', 'nest', 'film']",14,79,positive,0.4387,"{np.str_('negative'): 0.3104, np.str_('neutral'): 0.2509, np.str_('positive'): 0.4387}",labeled,neutral,0.881,"{'neutral': 0.881, 'negative': 0.0737, 'positive': 0.0453}",neutral,0.629,1,"['Neil McSweeney', 'Sat Johal of']"
633,the thing looks like a made-for-home-video quickie .,2024-01-28,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,negative,Unknown,Unknown,0,thing look like madeforhomevideo quickie,"['thing', 'look', 'like', 'madeforhomevideo', 'quickie']",5,40,positive,0.4755,"{np.str_('negative'): 0.3477, np.str_('neutral'): 0.1767, np.str_('positive'): 0.4755}",labeled,neutral,0.739,"{'neutral': 0.739, 'negative': 0.1601, 'positive': 0.1009}",neutral,0.5141,1,[]
634,Where could the Il Divo guys be performing tomorrow night? Tell us where you think they are,2024-02-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,could il divo guy performing tomorrow night tell u think,"['could', 'il', 'divo', 'guy', 'performing', 'tomorrow', 'night', 'tell', 'u', 'think']",10,56,neutral,0.5234,"{np.str_('negative'): 0.1009, np.str_('neutral'): 0.5234, np.str_('positive'): 0.3757}",labeled,neutral,0.9369,"{'neutral': 0.9369, 'positive': 0.0493, 'negative': 0.0138}",neutral,0.7715,0,[]
635,So bummed I'm not going to Kenny Chesney and Jason Aldean tomorrow,2025-04-29,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,bummed im not going kenny chesney jason aldean tomorrow,"['bummed', 'im', 'not', 'going', 'kenny', 'chesney', 'jason', 'aldean', 'tomorrow']",9,55,neutral,0.4462,"{np.str_('negative'): 0.1777, np.str_('neutral'): 0.4462, np.str_('positive'): 0.3761}",labeled,negative,0.8344,"{'negative': 0.8344, 'neutral': 0.1537, 'positive': 0.0119}",negative,0.5717,1,"['Jason Aldean', 'Kenny Chesney']"
636,"<br /><br />`The Last Frontier' is a superior western that overcomes numerous deficiencies in weaving its tale of trappers Jed (Victor Mature), Gus (James Whitmore) and Mongo (Pat Hogan) and their relationships with the army, particularly Captain Riordon (Guy Madison), Colonel Ma",2025-01-25,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,0,last frontier superior western overcomes numerous deficiency weaving tale trapper jed victor mature gu james whitmore mongo pat hogan relationship army particularly captain riordon guy madison colonel,"['last', 'frontier', 'superior', 'western', 'overcomes', 'numerous', 'deficiency', 'weaving', 'tale', 'trapper', 'jed', 'victor', 'mature', 'gu', 'james', 'whitmore', 'mongo', 'pat', 'hogan', 'relationship', 'army', 'particularly', 'captain', 'riordon', 'guy', 'madison', 'colonel']",27,200,positive,0.4072,"{np.str_('negative'): 0.2094, np.str_('neutral'): 0.3834, np.str_('positive'): 0.4072}",labeled,neutral,0.7377,"{'neutral': 0.7377, 'positive': 0.2432, 'negative': 0.0191}",neutral,0.596,1,"['Guy Madison', 'Gus', 'Ma', 'Riordon', 'Mongo', 'James Whitmore', 'Jed (Victor Mature', 'Pat Hogan']"
637,"""i may not be JOHN LEGEND to give you """"ALL OF ME"""" but i can be ED SHEERAN to """"LOVE YOU TILL WERE 70""""  Good Evening. :)""",2025-01-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,may not john legend give but ed sheeran love till 70 good evening,"['may', 'not', 'john', 'legend', 'give', 'but', 'ed', 'sheeran', 'love', 'till', '70', 'good', 'evening']",13,65,positive,0.5336,"{np.str_('negative'): 0.1663, np.str_('neutral'): 0.3001, np.str_('positive'): 0.5336}",labeled,positive,0.7085,"{'positive': 0.7085, 'neutral': 0.2819, 'negative': 0.0096}",positive,0.6385,0,[]
638,"Basically, this is a very good film. It is very different from Seagal's other films though, which unfortunately may turn off some of his fans. Unlike some of the other films, this does not feel like a 'Seagal vehicle'. You get to see plenty of the other characters as well and all",2024-07-20,unknown_user,,IMDB,en,imdb,positive,Unknown,Unknown,0,basically good film different seagals film though unfortunately may turn fan unlike film not feel like seagal vehicle get see plenty character well,"['basically', 'good', 'film', 'different', 'seagals', 'film', 'though', 'unfortunately', 'may', 'turn', 'fan', 'unlike', 'film', 'not', 'feel', 'like', 'seagal', 'vehicle', 'get', 'see', 'plenty', 'character', 'well']",23,147,positive,0.4618,"{np.str_('negative'): 0.4613, np.str_('neutral'): 0.077, np.str_('positive'): 0.4618}",labeled,negative,0.4352,"{'negative': 0.4352, 'neutral': 0.374, 'positive': 0.1907}",negative,0.4456,1,['Seagal']
639,AC/DC is rocking out Perth's Domain Stadium in November... and we want you to be there!  Listen out for the cue...,2024-01-27,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,acdc rocking perth domain stadium november want listen cue,"['acdc', 'rocking', 'perth', 'domain', 'stadium', 'november', 'want', 'listen', 'cue']",9,58,neutral,0.3938,"{np.str_('negative'): 0.2761, np.str_('neutral'): 0.3938, np.str_('positive'): 0.3301}",labeled,neutral,0.5862,"{'neutral': 0.5862, 'positive': 0.4062, 'negative': 0.0076}",neutral,0.5092,0,"['AC/DC', 'Perth']"
641,Tryna get wavy after work tomorrow it\u2019s been a while,2024-10-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,tryna get wavy work tomorrow itu2019s,"['tryna', 'get', 'wavy', 'work', 'tomorrow', 'itu2019s']",6,37,positive,0.4494,"{np.str_('negative'): 0.1876, np.str_('neutral'): 0.363, np.str_('positive'): 0.4494}",labeled,neutral,0.787,"{'neutral': 0.787, 'negative': 0.148, 'positive': 0.065}",neutral,0.6174,1,['it\\u2019s']
642,"""As channel btwn east & west #Ukraine has huge potential as producer & hub"" At business roundtable w @user /JL",2025-03-23,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,channel btwn east west huge potential producer hub business roundtable jl,"['channel', 'btwn', 'east', 'west', 'huge', 'potential', 'producer', 'hub', 'business', 'roundtable', 'jl']",11,73,neutral,0.3907,"{np.str_('negative'): 0.249, np.str_('neutral'): 0.3907, np.str_('positive'): 0.3603}",labeled,positive,0.5267,"{'positive': 0.5267, 'neutral': 0.4652, 'negative': 0.0082}",positive,0.4601,1,"['@user', 'Ukraine']"
643,"a delightful , if minor , pastry of a movie .",2024-02-27,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,delightful minor pastry movie,"['delightful', 'minor', 'pastry', 'movie']",4,29,negative,0.4383,"{np.str_('negative'): 0.4383, np.str_('neutral'): 0.1326, np.str_('positive'): 0.4291}",labeled,negative,0.6073,"{'negative': 0.6073, 'neutral': 0.3076, 'positive': 0.0851}",negative,0.5397,0,[]
644,Eating spaghetti and watching Jurassic park on my Saturday night. Not even mad about it. Great movie great food.,2024-03-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,eating spaghetti watching jurassic park saturday night not even mad great movie great food,"['eating', 'spaghetti', 'watching', 'jurassic', 'park', 'saturday', 'night', 'not', 'even', 'mad', 'great', 'movie', 'great', 'food']",14,90,positive,0.6564,"{np.str_('negative'): 0.1173, np.str_('neutral'): 0.2263, np.str_('positive'): 0.6564}",labeled,positive,0.9695,"{'positive': 0.9695, 'neutral': 0.0271, 'negative': 0.0035}",positive,0.8443,0,[]
645,And tomorrow she wants to go to the movies. And the day after I think we're going to Disneyland.,2024-04-16,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,tomorrow want go movie day think going disneyland,"['tomorrow', 'want', 'go', 'movie', 'day', 'think', 'going', 'disneyland']",8,49,positive,0.5317,"{np.str_('negative'): 0.186, np.str_('neutral'): 0.2823, np.str_('positive'): 0.5317}",labeled,positive,0.5435,"{'positive': 0.5435, 'neutral': 0.4527, 'negative': 0.0038}",positive,0.5388,0,[]
646,"@user I will when I get back.. I'm still in Florida but I get back next Tuesday, well get it in for sure""",2024-09-19,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,get back im still florida but get back next tuesday well get sure,"['get', 'back', 'im', 'still', 'florida', 'but', 'get', 'back', 'next', 'tuesday', 'well', 'get', 'sure']",13,65,positive,0.5434,"{np.str_('negative'): 0.1906, np.str_('neutral'): 0.266, np.str_('positive'): 0.5434}",labeled,neutral,0.7718,"{'neutral': 0.7718, 'positive': 0.2099, 'negative': 0.0183}",neutral,0.5695,1,['Florida']
647,"Joe Biden will meet with AFL-CIO president, further fueling talk that he may enter the White House race. I predict a Labor Day announcement.",2024-02-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Biden,Unknown,0,Biden meet aflcio president fueling talk may enter white house race predict labor day announcement,"['Biden', 'meet', 'aflcio', 'president', 'fueling', 'talk', 'may', 'enter', 'white', 'house', 'race', 'predict', 'labor', 'day', 'announcement']",15,98,neutral,0.584,"{np.str_('negative'): 0.1983, np.str_('neutral'): 0.584, np.str_('positive'): 0.2178}",labeled,neutral,0.9064,"{'neutral': 0.9064, 'positive': 0.0845, 'negative': 0.0091}",neutral,0.7774,0,"['Joe Biden', 'White House', 'AFL-CIO']"
648,French President Francois Hollande is due to hold talks on Monday with the heads of the World Bank and other top economic bodies.,2024-09-17,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,french president francois hollande due hold talk monday head world bank top economic body,"['french', 'president', 'francois', 'hollande', 'due', 'hold', 'talk', 'monday', 'head', 'world', 'bank', 'top', 'economic', 'body']",14,89,neutral,0.5955,"{np.str_('negative'): 0.2366, np.str_('neutral'): 0.5955, np.str_('positive'): 0.1679}",labeled,neutral,0.8847,"{'neutral': 0.8847, 'positive': 0.1029, 'negative': 0.0125}",neutral,0.769,0,"['Francois Hollande', 'the World Bank']"
649,"""Justin Bieber may have a number 1 single, but he still visits Santa Claus:",2024-09-28,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,justin bieber may number single but still visit santa claus,"['justin', 'bieber', 'may', 'number', 'single', 'but', 'still', 'visit', 'santa', 'claus']",10,59,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.8251,"{'neutral': 0.8251, 'positive': 0.1596, 'negative': 0.0153}",neutral,0.6311,1,['Santa Claus']
650,"an unsettling , memorable cinematic experience that does its predecessors proud .",2024-02-08,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,unsettling memorable cinematic experience predecessor proud,"['unsettling', 'memorable', 'cinematic', 'experience', 'predecessor', 'proud']",6,59,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,positive,0.9681,"{'positive': 0.9681, 'neutral': 0.0273, 'negative': 0.0045}",positive,0.7427,0,[]
651,I just wanna go see Ed Sheeran on Thursday ://,2024-11-05,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,wan na go see ed sheeran thursday,"['wan', 'na', 'go', 'see', 'ed', 'sheeran', 'thursday']",7,33,positive,0.5007,"{np.str_('negative'): 0.1766, np.str_('neutral'): 0.3227, np.str_('positive'): 0.5007}",labeled,neutral,0.7744,"{'neutral': 0.7744, 'positive': 0.2204, 'negative': 0.0051}",neutral,0.5937,1,['Ed Sheeran']
652,"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",2024-02-28,unknown_user,,Rotten Tomatoes,en,rotten_tomatoes,positive,Unknown,Unknown,0,rare documentary incorporates much human experience drama conflict tear surprise transcends normal division fiction nonfiction film,"['rare', 'documentary', 'incorporates', 'much', 'human', 'experience', 'drama', 'conflict', 'tear', 'surprise', 'transcends', 'normal', 'division', 'fiction', 'nonfiction', 'film']",16,131,positive,0.5315,"{np.str_('negative'): 0.3576, np.str_('neutral'): 0.1109, np.str_('positive'): 0.5315}",labeled,neutral,0.8233,"{'neutral': 0.8233, 'positive': 0.1477, 'negative': 0.0291}",neutral,0.5383,1,[]
653,@user But BECAUSE you spent hours on something you will be more likely to toss money at it. Death is a super harsh penalty.,2024-01-14,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,negative,Unknown,Unknown,0,but spent hour something likely toss money death super harsh penalty,"['but', 'spent', 'hour', 'something', 'likely', 'toss', 'money', 'death', 'super', 'harsh', 'penalty']",11,68,neutral,0.4091,"{np.str_('negative'): 0.3187, np.str_('neutral'): 0.4091, np.str_('positive'): 0.2722}",labeled,negative,0.8661,"{'negative': 0.8661, 'neutral': 0.1265, 'positive': 0.0074}",negative,0.6471,1,['@user']
654,Up to the 4th episode of True Blood 2nd season.  It gets better & better.,2024-11-26,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,4th episode true blood 2nd season get better better,"['4th', 'episode', 'true', 'blood', '2nd', 'season', 'get', 'better', 'better']",9,51,positive,0.4782,"{np.str_('negative'): 0.2239, np.str_('neutral'): 0.2979, np.str_('positive'): 0.4782}",labeled,positive,0.8952,"{'positive': 0.8952, 'neutral': 0.0983, 'negative': 0.0065}",positive,0.7284,0,[]
655,"A George Soros Connected Company Provided Voting Technology In 16 States, Including Key Swing States #Trump",2025-05-13,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Trump,Unknown,0,george soros connected company provided voting technology 16 state including key swing state,"['george', 'soros', 'connected', 'company', 'provided', 'voting', 'technology', '16', 'state', 'including', 'key', 'swing', 'state']",13,92,positive,0.4046,"{np.str_('negative'): 0.2554, np.str_('neutral'): 0.34, np.str_('positive'): 0.4046}",labeled,neutral,0.9057,"{'neutral': 0.9057, 'positive': 0.0735, 'negative': 0.0208}",neutral,0.6794,1,"['Trump', 'George Soros Connected Company']"
656,I wanted to see Columbiana for my birthday but it comes out on the 26th *rolls eyes* Guess ill go see it in Clemson.,2024-10-07,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,wanted see columbiana birthday but come 26th roll eye guess ill go see clemson,"['wanted', 'see', 'columbiana', 'birthday', 'but', 'come', '26th', 'roll', 'eye', 'guess', 'ill', 'go', 'see', 'clemson']",14,78,neutral,0.409,"{np.str_('negative'): 0.1939, np.str_('neutral'): 0.409, np.str_('positive'): 0.397}",labeled,neutral,0.5638,"{'neutral': 0.5638, 'negative': 0.3861, 'positive': 0.05}",neutral,0.5019,0,"['Columbiana', 'Clemson']"
657,Pink Friday is Nicki's best.  And the Pink Print is a sloppy mess.,2024-06-22,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,pink friday nickis best pink print sloppy mess,"['pink', 'friday', 'nickis', 'best', 'pink', 'print', 'sloppy', 'mess']",8,46,positive,0.5998,"{np.str_('negative'): 0.0996, np.str_('neutral'): 0.3006, np.str_('positive'): 0.5998}",labeled,positive,0.5581,"{'positive': 0.5581, 'neutral': 0.3631, 'negative': 0.0789}",positive,0.5748,0,['Nicki']
658,"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something ",2024-08-12,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,0,writer dude think name uh michael zaidan supposed like written screenplay something,"['writer', 'dude', 'think', 'name', 'uh', 'michael', 'zaidan', 'supposed', 'like', 'written', 'screenplay', 'something']",12,83,positive,0.43,"{np.str_('negative'): 0.2585, np.str_('neutral'): 0.3115, np.str_('positive'): 0.43}",labeled,neutral,0.7811,"{'neutral': 0.7811, 'negative': 0.1817, 'positive': 0.0372}",neutral,0.5933,1,['michael zaidan']
659,If I make a game as a #windows10 Universal App. Will #xboxone owners be able to download and play it in November? @user @user,2025-05-02,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,make game universal app owner able download play november,"['make', 'game', 'universal', 'app', 'owner', 'able', 'download', 'play', 'november']",9,57,positive,0.4294,"{np.str_('negative'): 0.1983, np.str_('neutral'): 0.3724, np.str_('positive'): 0.4294}",labeled,neutral,0.6387,"{'neutral': 0.6387, 'positive': 0.3495, 'negative': 0.0118}",neutral,0.5322,1,['Universal App']
660,"At the #NBAwards finalist reading, the poets were on 🔥. I've been reading these all day & they are brilliant. I can…",2024-03-12,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,positive,Unknown,Unknown,0,finalist reading poet fire ive reading day brilliant can…,"['finalist', 'reading', 'poet', 'fire', 'ive', 'reading', 'day', 'brilliant', 'can…']",9,57,positive,0.5424,"{np.str_('negative'): 0.1693, np.str_('neutral'): 0.2883, np.str_('positive'): 0.5424}",labeled,positive,0.9496,"{'positive': 0.9496, 'neutral': 0.0462, 'negative': 0.0042}",positive,0.7867,0,['NBAwards']
661,Iran said on Monday that Israeli lobbying was behind a new measure passed by the U.S.,2025-01-09,unknown_user,,Twitter (tweet_eval),en,tweet_eval_sentiment,neutral,Unknown,Unknown,0,iran said monday israeli lobbying behind new measure passed u,"['iran', 'said', 'monday', 'israeli', 'lobbying', 'behind', 'new', 'measure', 'passed', 'u']",10,61,neutral,0.6849,"{np.str_('negative'): 0.1787, np.str_('neutral'): 0.6849, np.str_('positive'): 0.1364}",labeled,neutral,0.9167,"{'neutral': 0.9167, 'positive': 0.0584, 'negative': 0.025}",neutral,0.824,0,"['U.S.', 'Iran']"
662,bland actors ,2024-09-08,unknown_user,,SST-2,en,sst2,negative,Unknown,Unknown,0,bland actor,"['bland', 'actor']",2,11,negative,0.4281,"{np.str_('negative'): 0.4281, np.str_('neutral'): 0.2246, np.str_('positive'): 0.3474}",labeled,neutral,0.7844,"{'neutral': 0.7844, 'positive': 0.1509, 'negative': 0.0648}",neutral,0.5605,1,[]
